camera,run_id,height_mm,frame_index,geometry,best_reprojection_rmse_px,second_reprojection_rmse_px,n_board_corners
ihawk1,20260808_162715,10.0,2,logged_edge_aligned,1.8343977960332227,12.556996268689439,20
ihawk1,20260808_162715,10.0,3,actual_margin10,0.5496448900657066,12.900115485407706,20
ihawk1,20260808_162715,10.0,3,logged_edge_aligned,1.839155060951272,12.572182284429909,20
ihawk1,20260808_162715,15.0,1,actual_margin10,0.4131462774692374,12.874131350307646,20
ihawk1,20260808_162715,15.0,1,logged_edge_aligned,1.8629581146114176,12.554498259472034,20
ihawk1,20260808_162715,15.0,2,actual_margin10,0.4033817621325809,12.877848066344981,20
ihawk1,20260808_162715,15.0,2,logged_edge_aligned,1.8822942193638768,12.559705487732227,20
ihawk1,20260808_162715,15.0,3,actual_margin10,0.3974386959021003,12.861056835838289,20
ihawk1,20260808_162715,15.0,3,logged_edge_aligned,1.8568629966152237,12.543236649627527,20
ihawk1,20260808_162715,20.0,1,actual_margin10,0.5935930224453924,13.030499201116355,20
ihawk1,20260808_162715,20.0,1,logged_edge_aligned,1.866819566757173,12.691193649499999,20
ihawk1,20260808_162715,20.0,2,actual_margin10,0.5794111526283507,13.014770080271044,20
ihawk1,20260808_162715,20.0,2,logged_edge_aligned,1.853517182289688,12.675552794372472,20
ihawk1,20260808_162715,20.0,3,actual_margin10,0.6011132192298753,13.010748991189711,20
ihawk1,20260808_162715,20.0,3,logged_edge_aligned,1.8637453851998909,12.671711667641592,20
ihawk1,20260808_162715,25.0,1,actual_margin10,0.5191527119863677,12.853883818788116,20
