camera,height_mm,run_id,bias_kind,b_run_rho_x_mm,b_run_rho_y_mm,b_run_rho_z_mm,b_run_omega_x_rad,b_run_omega_y_rad,b_run_omega_z_rad,gaussian_fit,definition
ihawk2,35.0,20260808_162715,condition_residual,2.847679373353917,-0.5917764314207856,0.05055320565253162,0.0010316047092317892,-0.0014756261732395603,0.009253991570360637,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,40.0,20260808_131913,condition_residual,-2.397206655421656,-2.1906879167239635,-0.16462683148713575,-0.0010800818288442973,0.0014707405486216766,-0.013859334693782852,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,40.0,20260808_141232,condition_residual,1.3639536287133238,4.348648064491901,-0.47288659183625287,0.0001744581393003071,-0.0035461592906443394,-0.004562363034917419,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,40.0,20260808_145501,condition_residual,1.4085444294919072,-0.2828569634247233,-0.3288523015540043,-0.0017734107206264463,0.0006525592982106008,0.001015852192082511,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,40.0,20260808_151001,condition_residual,-1.687994115771162,-0.22853079162526874,-0.3044538223027116,0.0007981102771914664,9.918738141353346e-05,0.01874606906571942,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,40.0,20260808_162715,condition_residual,1.3127027129875775,-1.6465723927180056,1.2708195471800359,0.0018809241329408115,0.0013236720623567716,-0.001340223529086666,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,45.0,20260808_131913,condition_residual,-2.332523066704044,-3.1624897828584326,-0.4170030608363983,-0.0036619533847242025,0.001732926748799481,-0.02110999569517183,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,45.0,20260808_141232,condition_residual,0.039116552597021716,5.695321238623629,0.31370495604276677,0.004883505655449817,-0.004019750430359193,-0.0023289134484996555,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,45.0,20260808_145501,condition_residual,0.3842458677176202,0.6802928411679933,-0.37529485324712203,-0.0014217002495895252,0.002932949253986785,-0.005934365096191425,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,45.0,20260808_151001,condition_residual,-0.758756791822465,-1.533795202728907,0.06640376212558814,-0.00041976789108121395,0.00158222343287015,0.027447852733609668,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,45.0,20260808_162715,condition_residual,2.667917438211878,-1.6793290942042887,0.4121891959151505,0.0006199158699533551,-0.002228349005309902,0.0019254215062712062,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,50.0,20260808_131913,condition_residual,-0.9723828853458502,-3.904788436790663,0.3141116311249725,-0.0025168782566173616,-0.003613651419761167,-0.024745478179340162,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,50.0,20260808_141232,condition_residual,1.298096863311227,4.260499591292239,0.5242525185261036,0.0009705309244032347,-0.0038461707611545147,-0.00026317062559330287,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,50.0,20260808_145501,condition_residual,0.8404757669213135,0.3886808011471567,-0.5052600239488834,-0.0005205470723982534,0.0036321220254235008,0.0023380710868863464,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,50.0,20260808_151001,condition_residual,-2.6149542590486945,-0.2839954956924665,-0.4701592436834926,0.0011763591783858802,0.003845432974079742,0.03399410802156982,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
ihawk2,50.0,20260808_162715,condition_residual,1.4487645141620071,-0.46039645995625533,0.13705511798123257,0.000890535226241587,-1.7732818664986925e-05,-0.01132353030354798,0,Log(inv(Exp(b_pose_height)) @ E_run_height)
