run_id,height_gt_mm,model,source,n_expected_markers,n_accepted_markers,coverage,complete_five_marker_metric,xy_rmse_mm,xy_mean_mm,xy_p95_mm,inter_camera_disagreement_mean_mm
20260808_131913,30.0,PnP,LOOWeightedGated,5,3,0.6,0,4.9956633405099335,4.947861815301548,5.736135334955251,8.805225487921089
20260808_131913,35.0,Affine,ihawk1,5,5,1.0,1,45.5534615392151,44.159407957666,53.86215779651176,40.35126059300781
20260808_131913,35.0,Affine,ihawk2,5,5,1.0,1,39.76520062415664,39.601353809967485,43.09120405597825,40.35126059300781
20260808_131913,35.0,Affine,EqualFusion,5,5,1.0,1,37.236216450561834,36.31807610597969,44.53580161069901,40.35126059300781
20260808_131913,35.0,Affine,LOOWeightedFusion,5,5,1.0,1,37.60540700918019,36.570603684898906,45.08718058737876,40.35126059300781
20260808_131913,35.0,Affine,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,40.35126059300781
20260808_131913,35.0,Homography,ihawk1,5,5,1.0,1,51.3469469941547,50.40274911902361,63.01234464046924,44.5582226718813
20260808_131913,35.0,Homography,ihawk2,5,5,1.0,1,42.64492268013598,42.13519385532374,50.06539532484339,44.5582226718813
20260808_131913,35.0,Homography,EqualFusion,5,5,1.0,1,41.606124886682174,40.818301153820215,50.87790096631705,44.5582226718813
20260808_131913,35.0,Homography,LOOWeightedFusion,5,5,1.0,1,40.69603566429741,40.10494813443688,49.03704929969276,44.5582226718813
20260808_131913,35.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,44.5582226718813
20260808_131913,35.0,PnP,ihawk1,5,5,1.0,1,6.837956267667982,5.588664729075122,11.126224744557947,6.221799242946604
20260808_131913,35.0,PnP,ihawk2,5,5,1.0,1,4.534130476516311,4.496684236719437,5.358341675685379,6.221799242946604
20260808_131913,35.0,PnP,EqualFusion,5,5,1.0,1,4.486060715025024,4.125879183245515,6.649776006432287,6.221799242946604
20260808_131913,35.0,PnP,LOOWeightedFusion,5,5,1.0,1,4.192724903981946,4.11440734483382,5.276410681623663,6.221799242946604
20260808_131913,35.0,PnP,LOOWeightedGated,5,5,1.0,1,4.192724903981946,4.11440734483382,5.276410681623663,6.221799242946604
20260808_131913,40.0,Affine,ihawk1,5,5,1.0,1,52.3894482938333,51.14609105576169,60.71577071230842,47.3369077309481
20260808_131913,40.0,Affine,ihawk2,5,5,1.0,1,42.86807083530794,42.695285978864696,46.234181186901395,47.3369077309481
20260808_131913,40.0,Affine,EqualFusion,5,5,1.0,1,41.14280521750125,40.1852804352868,48.991891573564175,47.3369077309481
20260808_131913,40.0,Affine,LOOWeightedFusion,5,5,1.0,1,41.73168737022731,40.67394250720937,49.75335108675109,47.3369077309481
20260808_131913,40.0,Affine,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,47.3369077309481
20260808_131913,40.0,Homography,ihawk1,5,5,1.0,1,60.009290632907096,58.890305402890704,73.51144854481211,52.71097925720401
20260808_131913,40.0,Homography,ihawk2,5,5,1.0,1,46.83832535576059,46.252212223085834,55.24099969223613,52.71097925720401
20260808_131913,40.0,Homography,EqualFusion,5,5,1.0,1,46.93279302988864,45.91955401955156,58.05737828940651,52.71097925720401
20260808_131913,40.0,Homography,LOOWeightedFusion,5,5,1.0,1,45.00873134390062,44.2805120075928,54.84018866998182,52.71097925720401
20260808_131913,40.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,52.71097925720401
20260808_131913,40.0,PnP,ihawk1,5,5,1.0,1,10.858039439825275,8.757301299521966,18.222340983135105,8.803097410184787
20260808_131913,40.0,PnP,ihawk2,5,5,1.0,1,3.815566077805218,3.5099312573647325,5.205204751475678,8.803097410184787
20260808_131913,40.0,PnP,EqualFusion,5,5,1.0,1,6.322018897714416,4.891370943945431,10.850035823905133,8.803097410184787
20260808_131913,40.0,PnP,LOOWeightedFusion,5,5,1.0,1,4.084798872606946,3.3034209568695494,6.752954240128473,8.803097410184787
20260808_131913,40.0,PnP,LOOWeightedGated,5,3,0.6,0,3.167745439500254,2.8381314937971034,4.484524486304102,8.803097410184787
20260808_131913,45.0,Affine,ihawk1,5,5,1.0,1,59.15852660547479,57.96319053119074,67.38310033810995,53.123698681670575
20260808_131913,45.0,Affine,ihawk2,5,5,1.0,1,48.064211667255854,47.870249765713574,51.93537647868597,53.123698681670575
20260808_131913,45.0,Affine,EqualFusion,5,5,1.0,1,46.483089898975514,45.575572284578655,55.39538021744319,53.123698681670575
20260808_131913,45.0,Affine,LOOWeightedFusion,5,5,1.0,1,47.16264706143479,46.16735851024206,56.199612461564094,53.123698681670575
20260808_131913,45.0,Affine,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,53.123698681670575
20260808_131913,45.0,Homography,ihawk1,5,5,1.0,1,68.73127689576154,67.43720760836172,83.68936481505627,59.984223336577415
20260808_131913,45.0,Homography,ihawk2,5,5,1.0,1,53.549568704187294,52.879107780313845,63.35582536057621,59.984223336577415
20260808_131913,45.0,Homography,EqualFusion,5,5,1.0,1,53.813735064197274,52.65845477014127,66.52772141822336,59.984223336577415
20260808_131913,45.0,Homography,LOOWeightedFusion,5,5,1.0,1,51.55127965600684,50.7232967879372,62.69592346170225,59.984223336577415
20260808_131913,45.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,59.984223336577415
20260808_131913,45.0,PnP,ihawk1,5,5,1.0,1,7.892178577183061,5.935011598580273,13.816885501879419,8.319275248370012
20260808_131913,45.0,PnP,ihawk2,5,5,1.0,1,4.00395718107181,3.6209752964320217,5.869510839920824,8.319275248370012
20260808_131913,45.0,PnP,EqualFusion,5,5,1.0,1,3.949862417634105,3.3202566703026632,6.446650002405809,8.319275248370012
20260808_131913,45.0,PnP,LOOWeightedFusion,5,5,1.0,1,3.30803962875453,2.8000642562197844,5.066698003312034,8.319275248370012
20260808_131913,45.0,PnP,LOOWeightedGated,5,4,0.8,0,3.552530753309434,2.9856794604013923,5.105929198118578,8.319275248370012
20260808_131913,50.0,Affine,ihawk1,5,5,1.0,1,65.98026917921139,64.92852483822185,74.16097957288623,59.4796044309409
20260808_131913,50.0,Affine,ihawk2,5,5,1.0,1,55.86706600119928,55.6609733173828,60.21198519659858,59.4796044309409
20260808_131913,50.0,Affine,EqualFusion,5,5,1.0,1,53.028349505341964,52.28542017098988,61.72283368895884,59.4796044309409
20260808_131913,50.0,Affine,LOOWeightedFusion,5,5,1.0,1,53.659452759803756,52.8407202886317,62.42115590708113,59.4796044309409
20260808_131913,50.0,Affine,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,59.4796044309409
20260808_131913,50.0,Homography,ihawk1,5,5,1.0,1,78.05006521317743,76.59553585815328,95.83796168619905,68.09719146683986
20260808_131913,50.0,Homography,ihawk2,5,5,1.0,1,63.78408359782011,62.962560393219135,75.47942833803698,68.09719146683986
20260808_131913,50.0,Homography,EqualFusion,5,5,1.0,1,62.614259063268605,61.294274587369145,77.36229182693593,68.09719146683986
20260808_131913,50.0,Homography,LOOWeightedFusion,5,5,1.0,1,60.9472853325227,59.95991336664808,74.23153825283435,68.09719146683986
20260808_131913,50.0,Homography,LOOWeightedGated,5,0,0.0,0,nan,nan,nan,68.09719146683986
20260808_131913,50.0,PnP,ihawk1,5,5,1.0,1,6.603113503196269,5.187724368904318,11.473732026726854,7.970362038505533
20260808_131913,50.0,PnP,ihawk2,5,5,1.0,1,5.714902461754741,5.632657618370234,7.1272995360896525,7.970362038505533
20260808_131913,50.0,PnP,EqualFusion,5,5,1.0,1,4.166038717237155,3.959740253603097,5.758668732742882,7.970362038505533
20260808_131913,50.0,PnP,LOOWeightedFusion,5,5,1.0,1,4.865847398497729,4.771319031322531,6.208652823180769,7.970362038505533
20260808_131913,50.0,PnP,LOOWeightedGated,5,4,0.8,0,4.98985479150227,4.8805278001127474,6.315032313268391,7.970362038505533
20260808_141232,0.0,Affine,ihawk1,5,5,1.0,1,11.687017029486114,11.383677930336637,15.227024972309142,11.618653679431533
